Name,Status,Price,Stars,Ratings,URL,UPC
Nintendo Switch Console - Black (HAC-001) / Red-Blue OEM Joy Con,Pre-Owned,$309.99,Wat,0,https://www.ebay.com/itm/224445566586?hash=item3441ff8e7a:g:lt0AAOSwoWVgjMWC,
Nintendo Switch Animal Crossing New Horizons Special Edition 32GB Console,Brand New,$379.50,5.0,0,https://www.ebay.com/itm/274761522676?epid=4037037457&hash=item3ff9101df4:g:OWcAAOSw~WRgAJS1,
NEW Nintendo Switch Lite Handheld Console (Gray/Yellow/Turquoise) REGION FREE,Brand New,$218.49,5.0,0,https://www.ebay.com/itm/124168486127?epid=17033847403&hash=item1ce904bcef:g:N1wAAOSw4Gdep4Co,
Nintendo Switch Animal Crossing: New Horizon Special Edition Console ,Open Box,$337.99,5.0,0,https://www.ebay.com/itm/393283538139?epid=4037037457&hash=item5b91868cdb:g:fawAAOSwQfdgjEps,
Nintendo Switch 32GB Neon Red/Neon Blue Console,Pre-Owned,$255.00,Tim,0,https://www.ebay.com/itm/265147237559?hash=item3dbc01c4b7:g:CdEAAOSwTEtgkD0h,
Nintendo Switch Console System Bundle - Black  - FAST SHIPPING!  410a,Pre-Owned,$278.99,Wat,0,https://www.ebay.com/itm/184763730013?hash=item2b04c6c85d:g:i3IAAOSwxRpgcbo3,
Animal Crossing Nintendo Switch CONSOLE TABLET ONLY,Pre-Owned,$202.50,Tim,0,https://www.ebay.com/itm/265141494593?hash=item3dbbaa2341:g:FBEAAOSw9OFgik9x,
LATEST NEW Nintendo Switch Console HAC-001(-01) Animal Crossing Special Edition,Brand New,$368.84,5.0,0,https://www.ebay.com/itm/254809613992?epid=4037037457&hash=item3b53d626a8:g:UTUAAOSwEOhf2ctT,
🔥 Nintendo Switch 32GB Game Console w/ 2 Neon Blue/Red JoyCon V2 Model FDX 2Day,Brand New,$365.75,4.5,0,https://www.ebay.com/itm/303520702106?epid=16029037217&hash=item46ab3e5e9a:g:9pQAAOSwUxhe4F7J,
used nintendo switch console bundle,Pre-Owned,$280.00,Wat,0,https://www.ebay.com/itm/124697075652?hash=item1d08865fc4:g:AfEAAOSwBxJghekQ,
Nintendo Switch Lite (Gray) Console System GREAT CONDITION FAST SHIPPING,Pre-Owned,$102.50,5.0,0,https://www.ebay.com/itm/184809845548?epid=22034582100&hash=item2b0786732c:g:YsMAAOSwo5tgj2lU,
Nintendo Switch 32GB Neon Red/Neon Blue Console,Pre-Owned,$355.00,4.5,0,https://www.ebay.com/itm/144027695725?epid=16029037217&hash=item2188b83a6d:g:eQ4AAOSwq05gj1Vy,
Nintendo Switch HAC-001(-01) 32GB Console with Gray Joy‑Con,Pre-Owned,$250.00,Wat,0,https://www.ebay.com/itm/363383262356?hash=item549b548c94:g:9gsAAOSwc~dgkLMZ,
🔥 NEW Nintendo Switch Console w/ Gray Joy Cons 32GB V2 🔥,Brand New,$409.99,5.0,0,https://www.ebay.com/itm/193643779677?epid=28034636949&hash=item2d1611965d:g:~XkAAOSwUlxfTUBv:sc:ShippingMethodExpress!83402!US!-1,
nintendo switch console,Parts Only,$212.50,Tim,0,https://www.ebay.com/itm/265141297370?hash=item3dbba720da:g:53AAAOSwUrJf~4N9,
**BRAND NEW** NINTENDO Switch Console GAME System Gray Joy-Con BUNDLE,Brand New,$369.99,5.0,0,https://www.ebay.com/itm/284249719547?epid=25034355190&hash=item422e9a82fb:g:UPcAAOSwRVdgbnt2,
Nintendo Switch 32GB Gray Console with Gray Joy-Cons HAC-001 - (UD),Pre-Owned,$199.99,5.0,0,https://www.ebay.com/itm/124709828140?epid=25034355190&hash=item1d0948f62c:g:YJEAAOSw5iVb5Dyr,
Nintendo Switch 32GB Console only - HAC-001 patched,Pre-Owned,$155.00,Wat,0,https://www.ebay.com/itm/265149281529?hash=item3dbc20f4f9:g:HY0AAOSw7~9gkodi,
Nintendo Switch 32GB Console with Neon Blue / Red Joy-Cons HAC-001 - VG - GST11,Pre-Owned,$212.50,5.0,0,https://www.ebay.com/itm/133751147661?epid=23024812516&hash=item1f24308c8d:g:zioAAOSwP8db9aMp,
Nintendo Switch 32GB Neon Red/Neon Blue Console,Brand New,$226.00,4.5,0,https://www.ebay.com/itm/313517659312?epid=16029037217&hash=item48ff1bd4b0:g:n8QAAOSwdepfKFw0,
Nintendo Switch HAC-001(-01) 32GB Console with Gray Joy?Con,Brand New,$344.99,5.0,0,https://www.ebay.com/itm/164176770805?epid=25034355190&hash=item2639b2b6f5:g:aZgAAOSw0rVez9bN,
FAIR Nintendo Switch HAC-001 32GB V1 UNPATCHED Video Game Console ONLY - Black,Pre-Owned,$224.99,5.0,0,https://www.ebay.com/itm/143820898565?epid=15029958234&hash=item217c64c105:g:izcAAOSwsPZgQmPE,
Nintendo Switch 256GB Console with Gray Joy‑Cons and Case,Brand New,$200.50,5.0,0,https://www.ebay.com/itm/274780340577?epid=25034355190&hash=item3ffa2f4161:g:SYgAAOSwzOhgjJRO,
Nintendo Switch Neon Red and Neon Blue Joy-Con Console,Pre-Owned,$182.50,4.5,0,https://www.ebay.com/itm/224449353057?epid=22031750451&hash=item3442395561:g:tIAAAOSwE~9gkLl8,
🔥NEW Nintendo Switch Super Bundle 💥 Console+Case+Game and 12 Mo. Membership💥,Brand New,$399.99,5.0,0,https://www.ebay.com/itm/193878201516?epid=8042903951&hash=item2d240a94ac:g:2JgAAOSw6QRgG5PH,
Nintendo Switch HAC-001 32GB Video Game System Console w Neon Joycons & AC,Pre-Owned,$254.95,Wat,0,https://www.ebay.com/itm/284281920225?hash=item423085dae1:g:z3wAAOSw9ShgkF6j,
Nintendo Switch HAC-001 Handheld Gaming Console w/ Power supply ,Pre-Owned,$202.50,Tim,0,https://www.ebay.com/itm/353477038726?hash=item524cdf9286:g:A2UAAOSw96xgjDxA,
Nintendo Switch Console MARIO RED & BLUE EDITION Bundle w/Carrying Case New 2021,Brand New,,5.0,0,https://www.ebay.com/itm/373478588609?epid=7043942717&hash=item56f50f00c1:g:eYkAAOSwEm1gOzCt,
NEW Nintendo Switch Console 32GB Mario Red and Blue Edition Bundle EXPRESS 2 DAY,Brand New,$399.99,5.0,0,https://www.ebay.com/itm/333913667655?epid=7043942717&hash=item4dbece3847:g:IXQAAOSwoTlgRbBm,
Brand New Nintendo Switch 32GB Console - Neon Red/Neon Blue Joy-Con,Brand New,$285.00,4.5,0,https://www.ebay.com/itm/265143055445?epid=16029037217&hash=item3dbbc1f455:g:rswAAOSwdq5gjBai,
Nintendo Switch Console with Neon Blue & Red Joy-Con Brand New,Brand New,$290.00,4.5,0,https://www.ebay.com/itm/313511870508?epid=16029037217&hash=item48fec3802c:g:n8QAAOSwdepfKFw0,
Nintendo Switch Neon Red/Blue Console W/ Extra Controllers & 4 Games & Case,Pre-Owned,$290.00,Tim,0,https://www.ebay.com/itm/324601969297?hash=item4b93c8fa91:g:U7AAAOSw9OFgj05b,
Nintendo Switch Animal Crossing New Horizons Edition Console Bundle,Pre-Owned,$324.99,Wat,0,https://www.ebay.com/itm/233980289187?hash=item367a4fe0a3:g:mTcAAOSwMvxgg3iC,
UNPATCHED HACKABLE Nintendo Switch System Console Tablet Only DEFECTIVE Lot of 4,Parts Only,$388.00,Wat,0,https://www.ebay.com/itm/284239334234?hash=item422dfc0b5a:g:zR8AAOSwmapgY6OX,
Nintendo Switch Red Blue Joy-Con HAC-001 Video Game System Console Bundle,Pre-Owned,$289.95,5.0,0,https://www.ebay.com/itm/143697609732?epid=23024812516&hash=item21750b8404:g:DDMAAOSw17ZfQ91w,
BRAND NEW Nintendo Switch Console Animal Crossing: New Horizon Special Edition,Brand New,$364.97,5.0,0,https://www.ebay.com/itm/264904034329?epid=4037037457&hash=item3dad82c819:g:YzMAAOSwZ9BfjE7i,
Nintendo Switch HAC-001(-01) 32GB Console with Gray Joy‑Con,Pre-Owned,$197.50,5.0,0,https://www.ebay.com/itm/184799162316?epid=25034355190&hash=item2b06e36fcc:g:GAMAAOSwTF1gicnV,
Nintendo Switch 32GB Neon Red/Neon Blue Console.,Open Box,$275.00,4.5,0,https://www.ebay.com/itm/133744893059?epid=16029037217&hash=item1f23d11c83:g:cYYAAOSw1GBgigS4,
FAIR Nintendo Switch Lite Hand-Held Gaming Console - Gray (HDH-001),Pre-Owned,$164.95,5.0,0,https://www.ebay.com/itm/143864707480?epid=17033847403&hash=item217f013998:g:vc4AAOSwcLRfwVug,
"New Version Nintendo Switch Console ,7 Games, Zelda,MarioKart,128gb Card More!",Pre-Owned,$415.00,Wat,0,https://www.ebay.com/itm/333965337170?hash=item4dc1e2a252:g:ZxgAAOSwk2xgfExz,
Red Nintendo Switch Console Only,Pre-Owned,$162.00,Tim,0,https://www.ebay.com/itm/353474937869?hash=item524cbf840d:g:tsMAAOSweYBgihas,
"Nintendo Switch (HAC-001) 32 GB, Black, Blue / Red Joy-Con, Video Gaming Console",Pre-Owned,$216.50,5.0,0,https://www.ebay.com/itm/402819360415?epid=15029958234&hash=item5dc9e7a69f:g:vDQAAOSwG~9gjeDW,
"Nintendo Switch Lite Console, Gray (HDH-001)",Pre-Owned,$118.79,5.0,0,https://www.ebay.com/itm/124709829150?epid=22034912824&hash=item1d0948fa1e:g:shIAAOSwA~Rgke7w,
Nintendo Switch Console Pokemon Let's Go Pikachu Limited Edition - Pre-Owned,Pre-Owned,$333.00,5.0,0,https://www.ebay.com/itm/324603920162?epid=20025867439&hash=item4b93e6bf22:g:jGkAAOSwgYBgkJ8Y,
Nintendo Switch MARIO RED BLUE Limited Edition Console + Carrying Case BRAND NEW,Brand New,$369.95,Wat,0,https://www.ebay.com/itm/363376549561?hash=item549aee1eb9:g:-fQAAOSwyd1gO8cK,
Nintendo Switch HAC-001(-01) 32GB Console with Gray Joy‑Con,Open Box,$289.00,5.0,0,https://www.ebay.com/itm/265145432039?epid=25034355190&hash=item3dbbe637e7:g:1BwAAOSwRZRgjqbE,
Genuine Nintendo Switch 32GB Gray Console with Gray Joy-Cons HAC-001 - VG In Box,Refurbished,$308.99,5.0,0,https://www.ebay.com/itm/203254180919?epid=25034355190&hash=item2f52e4ac37:g:NqgAAOSwJ5hgCHAb,
Nintendo Switch Monster Hunter Rise Deluxe Edition Console - Brand New In-Hand,Brand New,$487.97,Fre,0,https://www.ebay.com/itm/224184228350?hash=item34326bd9fe:g:FuQAAOSwPuZgai-F,
Nintendo Switch HAC-001(-01) 32GB Console with Gray Joy‑Con,Pre-Owned,$182.00,5.0,0,https://www.ebay.com/itm/265149329394?epid=25034355190&hash=item3dbc21aff2:g:vJQAAOSwMkpgkpkF,
Nintendo Switch 🔥 Fortnite Wildcat Yellow/Blue Console Only NO CODE🔥 NO CODE🔥,Brand New,$349.99,5.0,0,https://www.ebay.com/itm/254903866603?epid=3043437649&hash=item3b597454eb:g:90IAAOSwoTNf9yEj,
Nintendo Switch HAC-001(-01) 32GB Console with Gray Joy‑Con,Brand New,$320.00,5.0,0,https://www.ebay.com/itm/313517575314?epid=25034355190&hash=item48ff1a8c92:g:nHAAAOSwRh9gkXFs,
"Brand New Nintendo Switch Red & Blue Edition Console W/ Free Case, Fast Shipping",Brand New,$255.00,5.0,0,https://www.ebay.com/itm/203442622325?epid=7043942717&hash=item2f5e200f75:g:Q8AAAOSwSJdgkb9g,
Nintendo Switch Console Mario Edition,Brand New,$326.00,Tim,0,https://www.ebay.com/itm/114789416623?hash=item1ab9fb7eaf:g:38YAAOSwdU5gdxGf,
Nintendo Switch 32GB Neon Red/Neon Blue Console (used lightly),Pre-Owned,$210.00,Tim,0,https://www.ebay.com/itm/333987483214?hash=item4dc3348e4e:g:8GMAAOSw6vNgcet6,
"Nintendo Switch Console Bundle, Pro Controller, SD Card, Zelda, MK Games, Case",Pre-Owned,$295.00,Tim,0,https://www.ebay.com/itm/194074046949?hash=item2d2fb6f1e5:g:K50AAOSwBlFgiirc,
Nintendo switch console - grey controllers - lightly used by an adult,Pre-Owned,$252.00,Wat,0,https://www.ebay.com/itm/224448773938?hash=item3442307f32:g:WUMAAOSw2gJgib7R,
Nintendo switch console 32gb,Pre-Owned,$180.00,Tim,0,https://www.ebay.com/itm/224450512057?hash=item34424b04b9:g:qsYAAOSwnPtgkeaY,
NEW Nintendo Switch Console 32GB Mario Red & Blue Edition Bundle w/ Case,Brand New,$399.99,5.0,0,https://www.ebay.com/itm/154334081203?epid=7043942717&hash=item23ef0730b3:g:NUgAAOSwm9dgLBVr,
Nintendo Switch Console & Games,Pre-Owned,$465.00,Tim,0,https://www.ebay.com/itm/133745814626?hash=item1f23df2c62:g:fn4AAOSwmqFggNcB,
Nintendo Switch - Animal Crossing: New Horizons Special Edition 32GB Console,Open Box,$235.00,Tim,0,https://www.ebay.com/itm/384136341682?hash=item59704f68b2:g:4ZYAAOSwFU9gkA-x,
nintendo switch console bundle 10 games extra mario controller case,Pre-Owned,$405.00,Tim,0,https://www.ebay.com/itm/133747933560?hash=item1f23ff8178:g:KMcAAOSwrKBgjffs,
Nintendo Switch HAC-001(-01) 32GB Console with Gray Joy‑Con,Pre-Owned,$205.00,5.0,0,https://www.ebay.com/itm/353482073051?epid=25034355190&hash=item524d2c63db:g:aZgAAOSw0rVez9bN,
Nintendo Switch Super Mario Odyssey Edition Console with Red Joy-Cons NO GAME,Pre-Owned,$304.99,5.0,0,https://www.ebay.com/itm/184801564895?epid=239125635&hash=item2b070818df:g:DU4AAOSwu55gi1yu,
NEW Nintendo Switch System Console Replacement TABLET ONLY HAC-001 Hackable V1,Brand New,$429.99,Wat,0,https://www.ebay.com/itm/303567180613?hash=item46ae039345:g:C2IAAOSw1mZegy3C,
super smash bros ultimate nintendo switch console,Pre-Owned,$375.00,Wat,0,https://www.ebay.com/itm/174752325059?hash=item28b00cddc3:g:FYIAAOSwrZ5gjFhe,
NEW Nintendo Switch with Gray Joy‑Con Handheld Gaming Console,Brand New,$394.99,5.0,0,https://www.ebay.com/itm/293534942748?epid=28034636949&hash=item44580bc61c:g:mJYAAOSwChheh40p,
NEW Nintendo Switch Console 32GB Memory with Neon Blue and Neon Red Joy Cons.,Brand New,$345.00,4.5,0,https://www.ebay.com/itm/294161046419?epid=16029037217&hash=item447d5d5b93:g:g~MAAOSwSYJgkrZd,
NEW Nintendo Switch Game Console 32GB Neon Red Neon Blue Console+Choice of Game!,Brand New,$389.99,Fre,0,https://www.ebay.com/itm/193898333421?hash=item2d253dc4ed:g:6qkAAOSw7oZgLXDN:sc:ShippingMethodExpress!83402!US!-1,
Nintendo Switch Console with Neon Red and Neon Blue Joy-Con with one game,Pre-Owned,$300.00,5.0,0,https://www.ebay.com/itm/373567248245?epid=23024812516&hash=item56fa57d775:g:UdYAAOSw329gh6Vj,
Nintendo Switch Console Bundle 32GB with 3 Games Mario Smash Zelda,Pre-Owned,$449.99,5.0,0,https://www.ebay.com/itm/113857860057?epid=23024812516&hash=item1a827511d9:g:afoAAOSweXddWW3-,
Nintendo Switch Mario Red and Blue Limited Edition Console NA Version BRAND NEW,Brand New,$334.99,5.0,0,https://www.ebay.com/itm/333887988841?epid=7043942717&hash=item4dbd466469:g:~VUAAOSwRVpgJtuV,
Nintendo Switch Console Neon Joy-Cons HADSKABAA V2 Enhanced Battery NEW 2020,Brand New,,5.0,0,https://www.ebay.com/itm/373176937858?epid=27035375517&hash=item56e3142d82:g:22AAAOSwqxddUiDG,
Nintendo Switch UNPATCHED Console ONLY XAW70006018385 - Unbanned! Tested! 🔥,Pre-Owned,$294.99,5.0,0,https://www.ebay.com/itm/284283851060?epid=16024806629&hash=item4230a35134:g:OhYAAOSw9~lgkqGK,
Nintendo Switch Neon Red/Neon Blue Console Bundle W/ 4 Games,Pre-Owned,$350.00,4.5,0,https://www.ebay.com/itm/353481704233?epid=16029037217&hash=item524d26c329:g:ozQAAOSwRJ9ggs9s,
Nintendo Switch Console Mario Kart 8 Deluxe Bundle w/ Neon Blue/Red Joy-Con,Brand New,$399.00,5.0,0,https://www.ebay.com/itm/324392538442?epid=24027530862&hash=item4b874d514a:g:ZeEAAOSwIFhfwC~d,
Nintendo Switch Refurbished 32GB Console ONLY HAC-001,Refurbished,$184.99,5.0,0,https://www.ebay.com/itm/203225669216?epid=23024812516&hash=item2f51319e60:g:-4YAAOSwv5NbKBRF,
Nintendo Switch Gray Joy-Con HAC-001 Video Game System Console Bundle ,Pre-Owned,$289.94,Wat,0,https://www.ebay.com/itm/402380270089?hash=item5dafbbaa09:g:wIMAAOSwopFfFwhj,
"NEW, Nintendo Switch Mario Red & Blue Limited Edition Console w/ Carrying Case",Brand New,$339.99,Wat,0,https://www.ebay.com/itm/174757118330?hash=item28b056017a:g:-hEAAOSwsnZgT~wC,
Nintendo Switch Console Game Bundle 3 Games Extra Joy Cons Excellent Condition,Pre-Owned,$425.95,Wat,0,https://www.ebay.com/itm/124708544536?hash=item1d09356018:g:uRIAAOSwkhJgkB11,
Nintendo Switch Console with Grey Joy-Con,Brand New,$286.00,Tim,0,https://www.ebay.com/itm/154432580000?hash=item23f4e629a0:g:Qs8AAOSw2jdgfFNc,
Grade B Nintendo Switch 32GB Replacement System Console Tablet Only UNPATCHED,Pre-Owned,$85.00,Tim,0,https://www.ebay.com/itm/284282149211?hash=item423089595b:g:UCoAAOSwDv5gkKbs,
Brand New - Nintendo Switch Console Mario Kart 8 Deluxe Bundle FAST SHIPPING🔥,Brand New,$398.00,Wat,0,https://www.ebay.com/itm/265148801985?hash=item3dbc19a3c1:g:g~sAAOSwVrZfyLxe,
🔥 Nintendo Switch Console+Fortnite/Mario Kart 8/Monster Hunter Rise Ltd Bundles,Brand New,$396.75,Fre,0,https://www.ebay.com/itm/114557583313?hash=item1aac29ffd1:g:Er8AAOSwAHRgeoE9,
🔥 Nintendo Switch V2 Console HAC001 Mario/Neon Blue+Red/Gray/Animal Crossing 🔥,Brand New,$368.75,Fre,0,https://www.ebay.com/itm/293833240581?hash=item4469d37005:g:nDQAAOSwkMBgWEPu,
REPLACEMENT NINTENDO SWITCH CONSOLE * BRAND NEW * TABLET * LIFETIME WARRANTY,Brand New,$229.89,Wat,0,https://www.ebay.com/itm/174459068464?_trkparms=ispr%3D1&hash=item289e922030:g:rJMAAOSwCwJfdQge&amdata=enc%3AAQAFAAACkBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkSG%252BOFgrj2Yvbvmrj2TAdM57YMYtvCFjKw9kOVl1yCzFCuwsT5K5%252FQrdbyKCimUGAcNgVVXBb%252BzabCnhIPAMy8XK%252Fo6zOBlCSbG9%252BPVsFgLj%252BjB%252FqzFi4qwQ%252FzgPuFHmsF87XmLNic0Bloc6jLZZfOK2RtII1wNWc8%252FW9bk4X6H3iYHojNRIwxbDJcjm7d%252FsYiDBSUcEP5EA7aZn4WD6OiU2fdUvI7xYWi0LEz3dNp6egPKenk34UmlLAC7mhs7JJUwCGDblBY1CLgoz5paQMTDoxFvlZ4CYwo4OqNH4n%252FmTVSABcqlavBDX2obvze2P%252Bdib60E%252FrEOmJ6fU%252BGh4CcinduKtGQ011q3kcbyMFMHpHDOyvYvhPTWkGKQ2jZ36hq5m8Yp1yc%252F6UwedmGCCld9mE7QILTSwHLRmbtMqOoKFkiRNo7WclyT7lG5gsAO5WUpzN1%252FYGba8gz8uTgScoZXMf3XJOD1rwaUvf6pJhcKHN53oIZ519L1lrZ7rWvAFI3Blw0V2sXy558LmQeKjdL3bR0U2CdiEbxjUQYTsW3vzbi3DuQIAVRrudjjMXF%252FGQ3QcPyQ%252FAAVRvMyt9JGY4ROCf1pdBrBN58mw7XUyeE3D0UAr3X2nXss%252BZD1JhhhqR4uYkSWb%252Bg9M1GHZXqVUNAQSTHGuknIKcygQsKQZhZP6ZOM10iYfXVji2zjbEn%252BYSirqJxN%252B5DqF%252BwaPUUHfiMVpeLz8xfUcp%252FeyneeHlZQkz8fN4sO7u30MCPA3sbAtu9A9csUXz12ksrRxLF8gqDALryNZscnhfKobUKyK4a%252FPhah9%252BWm7SWvTAN%252FLfhjf%252F%7Ccksum%3A1744590684649706983cbc9748b4935edae9dfce1c85%7Campid%3APL_CLK%7Cclp%3A2334524,
✅ Ships Fast! Nintendo Switch Monster Hunter Rise Deluxe Edition Console IN HAND,Brand New,$459.99,Fre,0,https://www.ebay.com/itm/284247302473?_trkparms=ispr%3D1&hash=item422e75a149:g:AUoAAOSwsspgdkUz&amdata=enc%3AAQAFAAACkBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7PdDazAlGltMLJlUhrWsD%252FaIGpbDqIfzunzlqNOfx060MqUkgJkmskVANVr8DW0SA0c42PgZarBpteFrHszZTo3QqyNGHM6MaRyPpexH0d7qygyZw1ZeBDNg4VeVCUDC5AuPMD8daACoYThHYxN16128uzyrUdbHSZOVs2QJCXvyGhr5clCgLRvXhMsbk100STwQcdTT2wZo4OagcArNomdJKi3NIrWASYqqmxL6RjGXiOuqsIlQXa%252BdDsAL3v2Jl0M4EevhW4zeFdLXoKfJgS%252FXqbVKSg25lBi9hm4TydrwOjQDYPYon5ud6Q6WjirTMyK%252B2bn%252BenFSmIk3pV2ugOekq94lAfoIYLHGzaFSItaaEjYnnfoCw2acxXHSNS%252Fe7IF%252BsEDuYMTtIF93snsqn1mwCG87Q8K02IjXYX6yCJ%252BtNSBLFsplo%252FsekrLRulbLRqNyIf3%252BIH1CR7ju0ZsdBhNmrea%252FsWpohPDBGgsqbLUiAFQivnA4Y2uVvUXnwwZdgUm4%252FheRbNd1lM8eCqhHqMp1NtLvvojlXvFS4F5awwtTsmIn6ihIItoweYxc3eXdpyG0K1zw8x4Z6sdPqh1h89KPEl3g7FLzPeD4tcjaLJu%252F5DzWYr%252Bq2prZpDaF6%252F1BWBPmKNY87JfBm%252FqhbNhNTKeWNWhqP5OKhMmSeQYkjTw8p02sM5uMm3dKI5rCE4fEZ94p0a4lSotz0vsPx0SFylqH53Vus7AlOa3DKgxMgEmzEJ3sELl%252FDPygk%252Fwbhlv3cXWFWC30kyNOG11MUKys%252BjSdxP9TGQCBRoKnyDSwYFjohi2RdonX99tsX%252FplHFZ0%7Ccksum%3A2842473024739706983cbc9748b4935edae9dfce1c85%7Campid%3APL_CLK%7Cclp%3A2334524,
Nintendo Switch V2 32GB Neon Red/Neon Blue Console,Pre-Owned,$329.95,4.5,0,https://www.ebay.com/itm/164850153896?epid=16029037217&hash=item2661d5b9a8:g:4jAAAOSwxdtgkhHD,
Nintendo Switch 32GB Neon Red/Neon Blue Console,Pre-Owned,$305.00,4.5,0,https://www.ebay.com/itm/294152324705?epid=16029037217&hash=item447cd84661:g:ns0AAOSw0gJgjIel,
Animal Crossing Nintendo Switch CONSOLE TABLET ONLY,Brand New,$199.99,Wat,0,https://www.ebay.com/itm/265094134210?hash=item3db8d779c2:g:n74AAOSw7yxfqhz6,
NEW Nintendo Switch with Neon Blue and Neon Red Joy‑Con Handheld Gaming Console,Brand New,$379.99,5.0,0,https://www.ebay.com/itm/164266706303?epid=16034420778&hash=item263f0f057f:g:YO0AAOSw5Pte-MX-,
Nintendo Switch Console BUNDLE HAC-001 Plus 3 Games ,Pre-Owned,$198.50,5.0,0,https://www.ebay.com/itm/154437630391?epid=25034355190&hash=item23f53339b7:g:dxwAAOSwFzZgjzzg,
Nintendo Switch Console (Joy-Cons)  + 128 GB Micro SD Card ,Pre-Owned,$294.99,5.0,0,https://www.ebay.com/itm/402825646279?epid=25034355190&hash=item5dca4790c7:g:xskAAOSwAMVgfxTo,
Nintendo Switch Console Mario Red and Blue Edition WITH CARRYING CASE ,Brand New,$369.85,Wat,0,https://www.ebay.com/itm/133698217459?hash=item1f2108e5f3:g:pogAAOSwYQZgU~aO,
Nintendo Switch 32GB Console With Gray Joy-Con (Newest Model V2) Brand New,Brand New,$379.00,5.0,0,https://www.ebay.com/itm/154014752336?epid=25034355190&hash=item23dbfe9e50:g:fbUAAOSwA2pfFgyy,
Adult-Owned Used Nintendo Switch Console Bundle,Pre-Owned,$405.00,Tim,0,https://www.ebay.com/itm/224447906651?hash=item344223435b:g:inIAAOSwbPtgjyrh,
Brand new! Nintendo Switch Console Neon Blue & Red Joy‑Con (V2) - Free Shipping!,Brand New,$379.95,4.5,0,https://www.ebay.com/itm/184236177906?epid=16029037217&hash=item2ae554f9f2:g:-tEAAOSwSPVemJ~T,
Nintendo Switch 32GB Console with Gray Joy-Cons -NO ORIGINAL BOX,Pre-Owned,$225.00,Wat,0,https://www.ebay.com/itm/254960947358?hash=item3b5cdb509e:g:bPcAAOSwP3dgYYyy,
Nintendo Switch Limited Edition Red Console Tablet Only,Brand New,$264.99,Wat,0,https://www.ebay.com/itm/265093354091?hash=item3db8cb926b:g:u0kAAOSwA8FgNdyK,
Nintendo Switch Lite Gray Handheld Gaming System Console ,Pre-Owned,$164.95,5.0,0,https://www.ebay.com/itm/143688747272?epid=17033847403&hash=item2174844908:g:KZwAAOSw1u5fPqQv,
Nintendo Switch Console 32GB Mario Red & Blue Edition Bundle w/ Case - Open Box,Open Box,$335.00,5.0,0,https://www.ebay.com/itm/393294710439?epid=7043942717&hash=item5b923106a7:g:vAoAAOSw6-Jgka0t,
Nintendo Switch Lite Hand-Held Gaming Console - Turquoise (HDH-001),Pre-Owned,$184.95,5.0,0,https://www.ebay.com/itm/133582731730?epid=19033843702&hash=item1f1a26b9d2:g:dyEAAOSwa6Jft-ka,
Nintendo Switch Dock & Joycon Animal Crossing New Horizons (NO CONSOLE),Brand New,$189.99,Wat,0,https://www.ebay.com/itm/265105960672?hash=item3db98beee0:g:CdUAAOSwY0BfhORj,
Nintendo Switch 32GB Gray Console w/ Neon Red & Blue Joy-Con Controllers HAC-001,Pre-Owned,$248.00,Tim,0,https://www.ebay.com/itm/294148569499?hash=item447c9ef99b:g:GMMAAOSwCytgicqL,
Nintendo Switch 32GB Dark Blue/Yellow Joy Con Fortnite Console. NEW FAST SHIP,Brand New,$200.00,4.5,0,https://www.ebay.com/itm/233995809813?epid=16029037217&hash=item367b3cb415:g:GnAAAOSwq4lgkfzv,
nintendo switch lite console,Brand New,$145.00,Tim,0,https://www.ebay.com/itm/154441002726?hash=item23f566aee6:g:LK8AAOSwv89gkqIR,
Nintendo Switch 32GB Neon Red/Neon Blue Console,Brand New,$226.00,4.5,0,https://www.ebay.com/itm/313517244839?epid=16029037217&hash=item48ff1581a7:g:kbUAAOSwiWhgkTIP,
